order_day	customer	product_group	ops	units
23-JUN-13	2923915	C	417.09	1
23-JUN-13	3545571	B	59.658	1
23-JUN-13	4671549	C	420.0	5
23-JUN-13	6292839	B	111.026	1
23-JUN-13	6539560	B	24.615	1
23-JUN-13	0008432	B	65.8	1
23-JUN-13	0285651	B	42.65	1
23-JUN-13	0296786	B	78.462	1
23-JUN-13	0300492	B	111.026	1
23-JUN-13	0314517	B	128.12	1
23-JUN-13	0319957	B	153.761	1
23-JUN-13	0322830	B	205.043	1
24-JUN-13	0361454	B	501.873	4
24-JUN-13	0799357	B	153.761	1
24-JUN-13	0908293	C	66.67	1
24-JUN-13	1310615	B	47.778	1
24-JUN-13	1472676	A	2646.0	1
24-JUN-13	1607656	A	2646.0	1
24-JUN-13	1992723	B	436.145	2
24-JUN-13	2532405	A	3345.1	2
24-JUN-13	2788782	B	111.026	1
24-JUN-13	2817325	B	32.991	1
24-JUN-13	2832676	B	196.325	2
24-JUN-13	3695715	B	187.949	1
24-JUN-13	7357226	C	117.95	1
24-JUN-13	8592072	B	51.111	1
24-JUN-13	9834568	B	76.752	1
24-JUN-13	0345916	B	239.231	1
24-JUN-13	0352597	B	111.026	1
24-JUN-13	0358700	B	47.778	1
25-JUN-13	0032419	C	120.0	1
25-JUN-13	0070040	B	85.385	1
25-JUN-13	0303603	A	699.1	1
25-JUN-13	1006417	A	699.1	1
25-JUN-13	8872317	B	256.325	1
25-JUN-13	8951826	B	28.8	1
25-JUN-13	9630007	C	234.0	6
25-JUN-13	0361896	B	85.385	1
25-JUN-13	0390235	B	39.231	1
26-JUN-13	0405756	A	629.2	1
26-JUN-13	2896188	C	229.06	1
26-JUN-13	0424592	B	170.513	2
26-JUN-13	0426972	B	290.428	2
27-JUN-13	0903771	C	92.3	2
27-JUN-13	2197692	A	699.1	1
27-JUN-13	2784855	B	819.829	5
27-JUN-13	2914310	B	16.8	1
27-JUN-13	3425228	B	256.325	1
27-JUN-13	3915593	C	185.0	3
27-JUN-13	3052656	B	108.0	1
28-JUN-13	0112353	B	162.308	1
28-JUN-13	0483871	B	76.752	1
28-JUN-13	2515881	B	161.368	1
28-JUN-13	3253069	B	51.111	1
28-JUN-13	3595908	B	81.111	1
04-JUL-13	4376718	B	417.778	1
04-JUL-13	5627986	B	81.111	1
04-JUL-13	0673438	B	26.8	1
04-JUL-13	0677110	B	228.974	1
05-JUL-13	0685168	C	220.51	1
05-JUL-13	0687327	C	220.51	1
05-JUL-13	1435157	B	213.504	1
05-JUL-13	2094842	B	81.111	1
05-JUL-13	2732104	B	127.179	1
05-JUL-13	3514563	B	62.051	1
05-JUL-13	3996462	B	136.581	1
05-JUL-13	0717621	C	400.02	6
05-JUL-13	0733822	B	145.214	1
06-JUL-13	0190060	B	93.846	1
06-JUL-13	3218304	A	2646.0	1
06-JUL-13	3313249	B	179.145	2
06-JUL-13	0742713	B	106.752	1
06-JUL-13	0758115	B	89.8	1
07-JUL-13	0769437	C	64.96	1
07-JUL-13	0990199	B	157.889	1
07-JUL-13	1265140	B	51.8	1
07-JUL-13	1363689	B	133.248	1
07-JUL-13	4137902	B	56.838	1
07-JUL-13	0775625	B	212.65	1
07-JUL-13	0779654	B	213.333	2
08-JUL-13	1528521	A	336.2	2
08-JUL-13	2461974	B	51.197	1
08-JUL-13	3036880	B	256.24	2
08-JUL-13	3325455	B	51.111	1
08-JUL-13	3794842	B	372.478	2
08-JUL-13	4376718	B	42.564	1
08-JUL-13	8681900	B	202.795	1
08-JUL-13	9315864	B	261.368	2
08-JUL-13	0805035	B	128.12	1
09-JUL-13	0171479	B	85.385	1
09-JUL-13	0499324	C	109.4	1
09-JUL-13	1599802	B	145.128	1
09-JUL-13	2730285	B	85.385	1
09-JUL-13	2974303	C	1079.14	2
09-JUL-13	3631115	B	76.838	1
09-JUL-13	2987291	B	85.385	1
09-JUL-13	6492878	B	119.487	1
09-JUL-13	8050996	B	400.262	3
09-JUL-13	8164080	C	105.0	2
10-JUL-13	2767158	B	85.385	1
10-JUL-13	5038290	B	7.864	2
11-JUL-13	0493748	B	42.393	1
11-JUL-13	2156008	B	24.615	1
11-JUL-13	2965004	B	319.863	1
11-JUL-13	3437706	B	167.521	1
11-JUL-13	4258925	B	76.838	1
11-JUL-13	4670206	B	179.402	1
11-JUL-13	4731627	B	29.718	1
11-JUL-13	0915722	B	56.838	1
11-JUL-13	0924647	B	124.701	1
11-JUL-13	0926347	B	42.65	1
12-JUL-13	0745127	C	288.89	1
12-JUL-13	1050957	B	51.197	1
12-JUL-13	2776916	B	93.846	1
12-JUL-13	2956232	B	170.684	2
12-JUL-13	3030403	B	76.838	1
12-JUL-13	8540698	C	124.96	1
12-JUL-13	0952085	B	93.846	1
13-JUL-13	1366358	B	42.564	1
13-JUL-13	1827109	B	59.658	1
13-JUL-13	1846965	B	213.504	1
13-JUL-13	1865308	B	145.214	1
13-JUL-13	2584459	C	95.0	1
13-JUL-13	3171180	B	102.479	1
13-JUL-13	3669178	B	110.94	1
14-JUL-13	1918178	B	232.8	1
14-JUL-13	2453321	B	51.197	1
14-JUL-13	2715937	C	12.82	1
14-JUL-13	0296055	B	153.761	1
14-JUL-13	0505291	B	76.838	1
14-JUL-13	1046792	B	196.496	1
14-JUL-13	1051654	B	153.761	1
15-JUL-13	1290538	C	846.98	11
15-JUL-13	1293003	B	59.744	1
15-JUL-13	1830985	B	145.129	2
15-JUL-13	3165944	B	68.291	1
15-JUL-13	3245708	B	107.7	2
15-JUL-13	3245725	B	128.12	1
15-JUL-13	4204321	B	59.658	1
15-JUL-13	4221151	B	76.752	1
15-JUL-13	5688761	A	778.8	1
15-JUL-13	9341687	B	119.573	1
15-JUL-13	0093211	B	307.522	2
15-JUL-13	1060256	B	213.504	1
16-JUL-13	0028968	B	32.991	1
16-JUL-13	0340255	C	46.15	1
16-JUL-13	0768230	B	17.009	1
16-JUL-13	1396635	B	153.675	1
16-JUL-13	1704981	A	699.1	1
16-JUL-13	2572168	B	46.923	1
16-JUL-13	9693859	B	76.838	1
16-JUL-13	0033830	A	699.1	1
16-JUL-13	0940695	C	525.0	2
11-JUL-13	2668762	B	51.111	1
11-JUL-13	3899919	C	66.67	1
11-JUL-13	4460885	B	145.214	1
11-JUL-13	8247074	C	133.34	2
11-JUL-13	0939454	B	85.385	1
11-JUL-13	0944180	C	124.15	2
12-JUL-13	0337977	A	168.1	1
12-JUL-13	0950929	B	153.761	1
12-JUL-13	2987699	B	145.214	1
12-JUL-13	3618025	B	64.9	1
12-JUL-13	3758955	B	170.769	1
12-JUL-13	4258925	B	129.829	1
12-JUL-13	4365192	B	38.376	1
12-JUL-13	3438794	B	81.111	1
12-JUL-13	7205858	B	222.137	1
12-JUL-13	0982651	B	205.043	1
13-JUL-13	0379083	B	170.855	1
13-JUL-13	0409173	B	205.128	1
13-JUL-13	1860939	B	85.299	1
13-JUL-13	2017424	C	79.49	1
13-JUL-13	2367624	B	153.675	1
13-JUL-13	2732104	B	196.496	1
13-JUL-13	2901118	B	25.556	1
13-JUL-13	3460112	B	205.043	1
13-JUL-13	3564696	B	42.65	1
13-JUL-13	0985337	B	85.385	1
13-JUL-13	0992001	B	76.838	1
13-JUL-13	1000229	B	205.043	1
13-JUL-13	1009562	B	129.829	1
14-JUL-13	0150739	B	64.274	1
14-JUL-13	1792922	B	42.65	1
14-JUL-13	2754238	B	111.026	1
14-JUL-13	2812735	B	56.838	1
14-JUL-13	2870127	C	100.0	2
14-JUL-13	3209600	B	56.838	1
14-JUL-13	4737628	B	76.838	1
14-JUL-13	1037391	B	153.675	1
14-JUL-13	1052300	B	427.008	2
15-JUL-13	2712911	C	79.49	1
15-JUL-13	2741267	B	187.949	1
15-JUL-13	3654575	B	277.231	1
15-JUL-13	6300047	B	76.838	1
15-JUL-13	1085280	B	70.769	1
15-JUL-13	1089836	B	93.846	1
16-JUL-13	0705483	C	176.07	2
16-JUL-13	1148316	B	76.752	1
16-JUL-13	3274744	B	255.0	1
16-JUL-13	3790915	C	98.0	1
16-JUL-13	4084148	B	222.137	1
16-JUL-13	0922692	B	170.855	1
16-JUL-13	1100121	B	42.65	1
17-JUL-13	2895933	B	145.214	1
17-JUL-13	6862628	C	46.15	1
17-JUL-13	9991597	B	555.13	5
17-JUL-13	0951184	C	169.24	2
17-JUL-13	1155167	B	145.214	1
17-JUL-13	1160845	B	42.393	1
18-JUL-13	1558118	A	403.5	1
18-JUL-13	1663297	B	85.385	1
18-JUL-13	1763750	B	24.615	1
18-JUL-13	2193221	C	264.11	2
18-JUL-13	3032885	B	538.206	3
28-JUN-13	7734439	B	85.385	1
28-JUN-13	9243359	B	213.59	1
28-JUN-13	0470781	B	143.9	1
28-JUN-13	0472277	B	153.761	1
29-JUN-13	0627317	B	68.214	1
29-JUN-13	1690276	C	239.0	1
29-JUN-13	2673318	B	367.266	3
29-JUN-13	5957820	B	56.923	1
29-JUN-13	0158355	B	98.12	1
29-JUN-13	0505053	B	230.684	1
29-JUN-13	0522019	B	93.846	1
29-JUN-13	0526422	B	177.692	1
30-JUN-13	0716873	B	153.761	1
30-JUN-13	2649314	A	610.6	2
30-JUN-13	3483810	B	25.556	1
30-JUN-13	4097918	B	93.846	1
30-JUN-13	4390709	B	324.616	2
30-JUN-13	0537064	B	145.128	1
30-JUN-13	0552041	B	187.949	1
30-JUN-13	0552619	B	498.12	1
01-JUL-13	0358904	A	646.0	2
01-JUL-13	5809682	C	195.0	3
01-JUL-13	6327077	B	110.94	1
01-JUL-13	8211918	B	68.205	1
01-JUL-13	0589186	B	115.385	1
02-JUL-13	0590937	B	56.838	1
02-JUL-13	0797334	B	93.846	1
02-JUL-13	2916129	A	699.1	1
02-JUL-13	3166573	B	187.949	1
02-JUL-13	3374160	B	179.316	1
02-JUL-13	3914743	B	76.838	1
02-JUL-13	7265409	B	93.846	1
02-JUL-13	8290543	B	76.838	1
02-JUL-13	9019860	B	42.393	1
02-JUL-13	0596513	B	32.991	1
02-JUL-13	0598264	B	170.855	1
02-JUL-13	0607019	B	204.786	2
02-JUL-13	0620619	B	145.128	1
03-JUL-13	2415190	B	152.051	1
03-JUL-13	3733064	C	223.08	2
03-JUL-13	4623779	B	256.325	1
03-JUL-13	5188672	B	315.544	2
03-JUL-13	5220649	B	319.0	1
03-JUL-13	0642209	B	38.291	1
03-JUL-13	0660263	C	421.0	2
04-JUL-13	0946084	C	56.32	3
04-JUL-13	2400213	C	184.6	4
04-JUL-13	2866795	B	3.846	1
04-JUL-13	3181312	B	102.393	1
04-JUL-13	3532141	B	70.769	1
04-JUL-13	3843156	B	75.897	1
04-JUL-13	4108747	B	40.085	1
04-JUL-13	5244823	B	76.838	1
04-JUL-13	5717423	B	170.769	1
09-JUL-13	0872593	B	170.855	1
10-JUL-13	0396270	C	630.76	2
10-JUL-13	0578510	B	110.94	1
10-JUL-13	0744736	B	110.94	1
10-JUL-13	0990131	B	145.214	1
10-JUL-13	4347563	B	341.71	2
10-JUL-13	7160825	B	68.291	1
10-JUL-13	0119051	B	152.051	1
10-JUL-13	0893061	B	128.12	1
10-JUL-13	0897379	B	133.248	1
11-JUL-13	0651593	B	196.496	1
11-JUL-13	1595416	C	1472.0	4
11-JUL-13	1603559	B	96.239	1
11-JUL-13	3513492	B	24.615	1
11-JUL-13	0934405	B	76.838	1
11-JUL-13	0936462	B	16.8	1
12-JUL-13	0161806	B	139.393	1
12-JUL-13	0493748	B	42.65	1
12-JUL-13	0994993	B	83.718	1
12-JUL-13	1518678	B	51.197	1
12-JUL-13	1789250	B	119.573	1
12-JUL-13	1925114	C	58.0	1
12-JUL-13	2681716	B	341.795	1
12-JUL-13	3002064	B	17.009	1
12-JUL-13	3056464	B	316.154	1
12-JUL-13	3486173	C	137.01	1
12-JUL-13	4663525	B	51.197	1
12-JUL-13	7261890	B	48.547	1
12-JUL-13	0956318	C	174.0	3
12-JUL-13	0962081	B	51.197	1
12-JUL-13	0965481	B	124.701	1
13-JUL-13	0905318	B	42.8	1
13-JUL-13	1259054	B	16.667	1
13-JUL-13	1701445	B	76.838	1
13-JUL-13	3073073	B	102.479	1
13-JUL-13	9656034	C	68.29	1
13-JUL-13	0882776	B	51.8	1
14-JUL-13	0856868	B	16.068	1
14-JUL-13	2066792	B	83.761	1
14-JUL-13	2564705	B	153.761	1
14-JUL-13	2584850	B	42.564	1
14-JUL-13	3480240	B	170.855	1
14-JUL-13	8558939	B	75.897	1
14-JUL-13	0810696	B	51.197	1
14-JUL-13	0887808	B	70.769	1
14-JUL-13	1030846	B	110.94	1
14-JUL-13	1041420	B	129.829	1
15-JUL-13	1319081	B	42.65	1
15-JUL-13	1975689	B	1184.273	4
15-JUL-13	2252432	C	69.0	1
15-JUL-13	3824252	B	56.923	1
15-JUL-13	4431526	B	854.275	5
16-JUL-13	1714875	B	153.761	1
16-JUL-13	1826650	B	136.581	1
16-JUL-13	3389154	B	111.026	1
16-JUL-13	8149613	C	196.0	2
17-JUL-13	1930537	B	111.026	1
17-JUL-13	1966475	B	128.12	1
17-JUL-13	2579580	C	366.48	4
17-JUL-13	2606559	B	83.761	1
17-JUL-13	1163327	B	196.496	1
18-JUL-13	0108783	C	140.34	1
18-JUL-13	2645506	B	37.8	1
18-JUL-13	5529046	C	107.69	1
18-JUL-13	1182435	C	92.3	2
18-JUL-13	1187807	B	56.923	1
18-JUL-13	1190850	B	341.71	2
19-JUL-13	0812226	B	3.761	1
19-JUL-13	1309068	C	47.01	1
19-JUL-13	1583074	C	117.95	1
19-JUL-13	3095666	C	46.15	1
19-JUL-13	3299037	B	836.752	1
19-JUL-13	4631820	B	83.761	1
20-JUL-13	1164653	B	662.904	4
20-JUL-13	1626509	B	76.838	1
20-JUL-13	3029859	B	55.47	1
20-JUL-13	4479772	B	136.581	1
20-JUL-13	5234912	C	25.64	1
20-JUL-13	9037268	B	93.846	1
20-JUL-13	1198653	B	179.402	1
20-JUL-13	1274626	B	98.12	1
21-JUL-13	0358802	B	68.291	1
21-JUL-13	1525699	C	69.0	1
21-JUL-13	3000228	B	56.923	1
21-JUL-13	3183386	A	433.6	1
21-JUL-13	3370080	B	145.214	1
21-JUL-13	3940277	A	582.3	1
21-JUL-13	4692272	C	118.8	1
21-JUL-13	1290980	B	70.769	1
21-JUL-13	1301673	B	119.573	1
22-JUL-13	1155881	B	56.923	1
22-JUL-13	1867909	C	6.0	1
22-JUL-13	2644622	B	145.214	1
22-JUL-13	2933027	B	107.521	1
22-JUL-13	4651999	B	110.94	1
22-JUL-13	0259505	B	179.402	1
22-JUL-13	1324215	B	205.043	1
23-JUL-13	1636403	C	117.95	1
23-JUL-13	2055657	B	51.197	1
23-JUL-13	2851257	C	178.46	1
23-JUL-13	3726825	B	96.239	1
23-JUL-13	4540989	B	102.479	1
23-JUL-13	3387760	B	42.8	1
23-JUL-13	1272144	C	138.0	2
23-JUL-13	1369911	B	68.205	1
23-JUL-13	1371747	B	28.889	1
24-JUL-13	0827067	B	162.308	1
24-JUL-13	0971346	B	196.496	1
24-JUL-13	1830118	B	17.009	1
24-JUL-13	1946279	B	56.838	1
24-JUL-13	1950036	C	178.46	1
24-JUL-13	2665192	B	76.752	1
24-JUL-13	3629670	C	85.38	1
24-JUL-13	4167193	C	252.74	1
24-JUL-13	6895540	B	82.735	1
18-JUL-13	1160097	B	119.573	1
18-JUL-13	1205385	B	51.8	1
18-JUL-13	1208955	B	81.111	1
18-JUL-13	1211879	B	102.479	1
19-JUL-13	0557804	B	76.752	1
19-JUL-13	2156314	B	46.923	1
19-JUL-13	2936393	B	119.573	1
19-JUL-13	4332348	B	68.291	1
19-JUL-13	4357117	B	76.838	1
20-JUL-13	0876333	C	149.0	1
20-JUL-13	0938893	C	323.93	1
20-JUL-13	2374458	B	256.24	2
20-JUL-13	3236817	B	42.8	1
20-JUL-13	3495829	B	98.12	1
20-JUL-13	1276054	B	24.615	1
21-JUL-13	0012580	C	223.08	2
21-JUL-13	1104558	B	50.256	1
21-JUL-13	1907842	B	37.436	1
21-JUL-13	3189829	B	145.128	1
21-JUL-13	3427591	A	168.1	1
21-JUL-13	3590094	B	85.385	1
21-JUL-13	0255017	B	170.855	1
21-JUL-13	1315749	B	196.496	1
22-JUL-13	0034374	A	699.1	1
22-JUL-13	0312868	C	178.46	1
22-JUL-13	0955383	C	178.46	1
22-JUL-13	1106955	C	178.46	1
22-JUL-13	1848937	B	17.009	1
22-JUL-13	2331193	B	153.761	1
22-JUL-13	3113771	B	76.752	1
22-JUL-13	3315799	C	46.15	1
22-JUL-13	3086010	B	68.291	1
22-JUL-13	8115069	B	93.846	1
22-JUL-13	1256878	B	236.9	1
22-JUL-13	1326799	B	119.573	1
23-JUL-13	1164653	B	68.205	1
23-JUL-13	1852167	B	85.385	1
23-JUL-13	2444175	C	79.49	1
23-JUL-13	2867798	C	203.08	2
23-JUL-13	3632509	B	76.838	1
23-JUL-13	5073990	B	93.846	1
23-JUL-13	1366205	B	128.12	1
23-JUL-13	1384514	B	96.239	1
23-JUL-13	1388883	B	164.615	2
23-JUL-13	1390209	B	70.769	1
23-JUL-13	1390277	B	119.573	1
24-JUL-13	0193001	B	110.94	1
24-JUL-13	0303025	C	373.5	3
24-JUL-13	0695096	B	153.676	2
24-JUL-13	1382593	B	119.573	1
24-JUL-13	1450389	B	74.8	1
24-JUL-13	2925666	B	319.9	1
24-JUL-13	2997627	B	70.769	1
24-JUL-13	5368617	B	97.205	1
24-JUL-13	1410558	B	128.12	1
25-JUL-13	0081056	B	85.3	2
25-JUL-13	0354858	B	145.214	1
25-JUL-13	0416279	B	512.565	3
25-JUL-13	2707454	B	119.573	1
25-JUL-13	2939436	B	119.573	1
25-JUL-13	5051414	B	119.573	1
25-JUL-13	7901974	B	230.513	2
04-JUL-13	8037005	B	51.197	1
04-JUL-13	8706448	B	170.855	1
04-JUL-13	0675121	B	219.487	1
04-JUL-13	0685100	B	69.8	1
05-JUL-13	2523463	B	76.752	1
05-JUL-13	2917591	B	91.6	2
05-JUL-13	3255959	C	54.7	1
05-JUL-13	3430447	B	110.94	1
05-JUL-13	3516416	B	40.0	1
05-JUL-13	4694023	B	102.479	1
05-JUL-13	3970435	C	317.09	2
05-JUL-13	0721803	B	54.615	1
06-JUL-13	2863395	B	145.128	1
06-JUL-13	4137307	B	68.291	1
06-JUL-13	4197606	B	102.479	1
06-JUL-13	5141497	B	264.872	1
06-JUL-13	7901974	B	76.838	1
06-JUL-13	9752152	B	145.128	1
06-JUL-13	0346919	B	286.154	2
06-JUL-13	0744804	B	196.496	1
06-JUL-13	0764711	B	145.128	1
07-JUL-13	0222343	B	85.299	1
07-JUL-13	1245794	B	93.846	1
07-JUL-13	1510178	B	256.325	1
07-JUL-13	1864577	B	170.855	1
07-JUL-13	3787005	B	2.4	1
07-JUL-13	4373692	B	49.8	1
07-JUL-13	4505255	B	68.291	1
07-JUL-13	6098631	B	123.846	1
07-JUL-13	0792761	B	282.179	1
08-JUL-13	0261681	B	213.59	1
08-JUL-13	0897277	B	96.239	1
08-JUL-13	1517896	C	169.0	1
08-JUL-13	1641367	A	477.9	3
08-JUL-13	3359965	C	361.96	3
08-JUL-13	3504346	C	175.98	2
08-JUL-13	3674176	B	128.12	1
08-JUL-13	0604384	B	56.838	1
08-JUL-13	0827985	B	128.12	1
09-JUL-13	1102943	C	348.63	5
09-JUL-13	1144984	B	153.675	1
09-JUL-13	1268846	B	68.291	1
09-JUL-13	2235857	C	93.16	1
09-JUL-13	2515575	B	128.12	1
09-JUL-13	2836892	B	77.9	1
09-JUL-13	3241186	B	367.436	1
09-JUL-13	4133295	C	35.0	1
09-JUL-13	8714948	A	699.1	1
09-JUL-13	9897366	B	74.8	1
09-JUL-13	0433126	B	85.385	1
10-JUL-13	0549814	B	152.051	1
10-JUL-13	0994500	B	222.137	1
17-JUL-13	1993165	B	393.077	1
17-JUL-13	2579580	B	614.872	2
17-JUL-13	3373769	B	85.385	1
17-JUL-13	3728984	B	68.205	1
17-JUL-13	6658101	B	153.761	1
17-JUL-13	7153651	B	196.496	1
17-JUL-13	9044391	B	68.291	1
17-JUL-13	1144236	B	494.616	3
18-JUL-13	0392377	B	42.8	1
18-JUL-13	0718913	B	196.496	1
18-JUL-13	0727005	B	81.111	1
18-JUL-13	1577974	B	68.291	1
18-JUL-13	1860939	B	85.299	1
18-JUL-13	3036880	B	128.12	1
18-JUL-13	3269355	A	699.1	1
18-JUL-13	3572380	C	376.0	2
18-JUL-13	3779627	B	145.214	1
18-JUL-13	1074468	B	140.855	2
18-JUL-13	1207680	B	68.291	1
19-JUL-13	0856511	B	56.838	1
19-JUL-13	1400392	C	252.74	1
19-JUL-13	2987393	B	170.855	1
19-JUL-13	3097689	B	280.342	1
19-JUL-13	9919551	C	379.84	4
19-JUL-13	1236512	B	68.291	1
19-JUL-13	1236648	B	177.692	1
20-JUL-13	0077741	C	40.85	2
20-JUL-13	0340986	B	272.479	1
20-JUL-13	1769700	C	109.4	1
20-JUL-13	2551428	C	130.77	2
20-JUL-13	3527177	B	81.111	1
20-JUL-13	4589779	C	323.93	1
20-JUL-13	9332711	B	56.923	1
20-JUL-13	1262522	B	85.385	1
20-JUL-13	1274133	B	68.291	1
21-JUL-13	0189958	B	16.923	1
21-JUL-13	1319829	C	105.81	1
21-JUL-13	1670675	C	218.97	2
21-JUL-13	4184244	B	204.957	1
21-JUL-13	4190517	B	89.487	2
21-JUL-13	7952175	B	187.778	2
21-JUL-13	1305566	B	68.291	1
22-JUL-13	0097036	B	52.821	1
22-JUL-13	1274320	C	507.72	6
22-JUL-13	1283500	B	85.299	1
22-JUL-13	2555236	C	178.46	1
22-JUL-13	2635680	C	224.61	2
22-JUL-13	2674406	B	93.846	1
22-JUL-13	2716158	B	144.188	2
22-JUL-13	4428500	B	140.684	1
22-JUL-13	1254566	C	49.57	1
22-JUL-13	1294890	B	200.598	2
23-JUL-13	0950623	C	393.16	4
23-JUL-13	1682592	B	85.385	1
23-JUL-13	2569091	B	29.8	1
23-JUL-13	2923915	C	715.38	1
23-JUL-13	2944910	B	153.761	1
23-JUL-13	4231300	C	816.0	2
23-JUL-13	4236060	B	20.342	1
23-JUL-13	9750979	B	51.111	1
23-JUL-13	0565471	B	56.923	1
23-JUL-13	1374314	B	111.026	1
24-JUL-13	8149613	C	634.0	5
24-JUL-13	0654058	B	56.923	1
24-JUL-13	1160845	B	40.0	1
25-JUL-13	2019719	C	300.0	3
25-JUL-13	3063791	A	699.1	1
25-JUL-13	3305990	B	56.923	1
25-JUL-13	3493109	B	179.402	1
25-JUL-13	3645769	B	70.769	1
25-JUL-13	3735036	B	63.9	1
25-JUL-13	4598959	C	98.29	1
25-JUL-13	6292839	B	426.925	5
25-JUL-13	8247074	C	51.27	3
25-JUL-13	0414800	B	145.214	1
25-JUL-13	1429496	B	145.214	1
25-JUL-13	1431723	B	239.145	1
26-JUL-13	0582828	B	162.308	1
26-JUL-13	0603279	B	17.009	1
26-JUL-13	2959275	A	699.1	1
26-JUL-13	3305990	B	76.838	1
26-JUL-13	4640252	C	191.45	1
26-JUL-13	4503470	B	56.838	1
26-JUL-13	1431723	B	196.496	1
26-JUL-13	1467100	C	200.0	2
26-JUL-13	1471962	B	119.573	1
26-JUL-13	1474410	B	179.402	1
26-JUL-13	1493059	B	76.838	1
26-JUL-13	1497326	B	51.197	1
27-JUL-13	1321886	C	203.42	1
27-JUL-13	3033752	B	128.12	1
27-JUL-13	3066120	B	321.197	2
27-JUL-13	3246286	A	2637.2	1
27-JUL-13	3590094	B	170.77	2
27-JUL-13	0827968	B	322.736	2
27-JUL-13	1530561	B	187.864	2
28-JUL-13	1572449	C	1707.7	2
28-JUL-13	1653760	A	2637.2	1
28-JUL-13	2020807	B	145.214	1
28-JUL-13	3084956	B	17.009	1
28-JUL-13	4640439	B	179.402	1
28-JUL-13	2964154	B	145.214	1
28-JUL-13	1528521	C	392.0	7
29-JUL-13	0604010	A	168.1	1
29-JUL-13	1016345	C	25.64	1
29-JUL-13	1053694	C	196.0	2
29-JUL-13	1255331	B	110.941	2
29-JUL-13	1293207	C	98.29	1
29-JUL-13	2321622	B	102.309	3
29-JUL-13	2627027	B	205.043	1
29-JUL-13	2672077	C	435.45	5
29-JUL-13	2735623	A	2637.2	1
29-JUL-13	2794052	C	160.68	1
29-JUL-13	3644749	B	230.684	1
29-JUL-13	3939920	B	290.428	2
29-JUL-13	4388839	B	30.598	1
29-JUL-13	7988708	B	187.949	1
30-JUL-13	0070125	B	187.949	1
30-JUL-13	0081056	B	56.923	1
30-JUL-13	1358793	B	42.564	1
30-JUL-13	1771791	A	2637.2	1
30-JUL-13	1847611	B	25.556	1
30-JUL-13	1971966	B	42.65	1
30-JUL-13	2151231	B	56.838	1
30-JUL-13	2563736	B	111.026	1
25-JUL-13	1438234	B	76.838	1
25-JUL-13	1448468	B	143.504	1
26-JUL-13	0867238	A	2637.2	1
26-JUL-13	0893741	B	42.8	1
26-JUL-13	1006332	B	128.12	1
26-JUL-13	1539843	B	48.547	1
26-JUL-13	1979225	B	37.436	1
26-JUL-13	2404055	C	105.13	1
26-JUL-13	2490432	B	17.009	1
26-JUL-13	3029451	B	85.385	1
26-JUL-13	3088424	A	2646.0	1
26-JUL-13	3741887	B	119.573	1
26-JUL-13	5779541	B	42.65	1
26-JUL-13	0377536	B	145.214	1
26-JUL-13	1426198	B	244.017	3
27-JUL-13	0626518	C	169.24	2
27-JUL-13	1532805	A	168.1	1
27-JUL-13	2306509	B	42.65	1
27-JUL-13	2402372	C	149.0	1
27-JUL-13	2785875	A	699.1	1
27-JUL-13	1062534	B	111.026	1
28-JUL-13	0097835	A	2637.2	1
28-JUL-13	0968507	C	46.15	1
28-JUL-13	1493110	A	2637.2	1
28-JUL-13	1597983	B	39.145	1
28-JUL-13	1929789	A	2637.2	1
28-JUL-13	2492234	A	2637.2	1
28-JUL-13	3051755	A	3336.3	2
28-JUL-13	4060433	B	128.12	1
28-JUL-13	5846708	B	179.402	1
28-JUL-13	9280861	C	406.84	2
28-JUL-13	1550128	B	32.991	1
28-JUL-13	1562521	B	213.59	1
29-JUL-13	2192388	C	25.56	1
29-JUL-13	3240829	A	699.1	1
29-JUL-13	4537232	B	76.838	1
29-JUL-13	4046340	C	85.47	1
29-JUL-13	5130753	A	477.9	1
29-JUL-13	0098260	C	75.21	1
29-JUL-13	1572568	C	96.0	2
29-JUL-13	1589262	B	42.564	1
29-JUL-13	1594906	B	145.214	1
30-JUL-13	1556027	B	179.402	1
30-JUL-13	2530110	C	79.49	1
30-JUL-13	3266159	C	32.39	2
30-JUL-13	4037602	B	145.214	1
30-JUL-13	4238576	B	204.957	1
30-JUL-13	4613290	C	220.51	1
30-JUL-13	4254012	C	92.3	10
30-JUL-13	0122213	B	42.65	1
30-JUL-13	1388883	B	85.385	1
30-JUL-13	1410779	B	24.615	1
30-JUL-13	1447380	B	52.821	1
31-JUL-13	0557804	B	76.838	1
31-JUL-13	1028024	B	170.855	1
31-JUL-13	1261502	B	41.795	1
31-JUL-13	1556027	B	41.709	1
10-JUL-13	1454197	B	249.8	2
10-JUL-13	3093167	B	128.12	1
10-JUL-13	3097689	B	152.051	1
10-JUL-13	3171486	B	269.9	1
10-JUL-13	3545010	B	42.393	1
10-JUL-13	4646695	B	127.179	1
10-JUL-13	4731627	B	35.068	1
10-JUL-13	4949227	B	89.9	1
10-JUL-13	5960863	C	177.78	1
10-JUL-13	6665785	B	178.205	2
11-JUL-13	0363919	A	1355.7	2
11-JUL-13	0682924	B	47.778	1
11-JUL-13	1098574	B	99.829	1
11-JUL-13	5296656	B	85.385	1
12-JUL-13	1324368	C	577.78	2
12-JUL-13	1396635	B	153.675	1
12-JUL-13	1998418	C	630.76	2
12-JUL-13	2061488	C	124.96	1
